flight_number,departure_airport,departure_time,arrival_airport,arrival_time
XX211,DEL,2024-07-29 02:41,PEK,2024-07-29 12:15
XX212,DEL,2024-07-18 00:34,PVG,2024-07-18 08:14
XX213,DEL,2024-07-21 18:39,SIN,2024-07-22 01:28
XX214,DXB,2024-07-22 22:14,AMS,2024-07-23 11:55
XX215,DXB,2024-07-18 18:44,BKK,2024-07-19 07:53
XX216,DXB,2024-07-23 00:40,CDG,2024-07-23 08:52
XX217,DXB,2024-07-12 03:06,CPH,2024-07-12 14:22
XX218,DXB,2024-07-09 15:06,CTS,2024-07-10 02:50
XX219,DXB,2024-07-26 23:13,DEL,2024-07-27 06:43
XX220,DXB,2024-07-25 04:15,FRA,2024-07-25 15:37
XX221,DXB,2024-07-15 12:25,HKG,2024-07-15 22:53
XX222,DXB,2024-07-18 18:11,HND,2024-07-19 05:06
XX223,DXB,2024-07-28 06:15,ICN,2024-07-28 18:10
XX224,DXB,2024-07-04 19:57,JFK,2024-07-05 07:08
XX225,DXB,2024-07-14 13:23,KIX,2024-07-14 19:39
XX226,DXB,2024-08-01 03:47,KUL,2024-08-01 15:38
XX227,DXB,2024-07-19 06:08,LAX,2024-07-19 15:10
XX228,DXB,2024-07-07 06:30,LHR,2024-07-07 14:48
XX229,DXB,2024-07-06 21:10,NRT,2024-07-07 10:25
XX230,DXB,2024-07-10 03:56,PEK,2024-07-10 16:02
XX231,DXB,2024-07-28 18:47,PVG,2024-07-29 03:00
XX232,DXB,2024-07-12 01:54,SIN,2024-07-12 12:52
XX233,FRA,2024-07-19 05:41,AMS,2024-07-19 12:31
XX234,FRA,2024-07-09 23:39,BKK,2024-07-10 11:23
XX235,FRA,2024-07-04 23:27,CDG,2024-07-05 13:12
XX236,FRA,2024-07-20 03:19,CPH,2024-07-20 16:32
XX237,FRA,2024-07-27 02:18,CTS,2024-07-27 11:14
XX238,FRA,2024-07-18 00:47,DEL,2024-07-18 14:25
XX239,FRA,2024-07-25 15:07,DXB,2024-07-26 04:49
XX240,FRA,2024-07-29 07:42,HKG,2024-07-29 17:51
XX241,FRA,2024-07-29 19:20,HND,2024-07-30 06:48
XX242,FRA,2024-07-30 17:57,ICN,2024-07-31 04:35
XX243,FRA,2024-08-01 04:09,JFK,2024-08-01 14:28
XX244,FRA,2024-07-04 17:12,KIX,2024-07-05 02:13
XX245,FRA,2024-07-05 10:25,KUL,2024-07-05 16:37
XX246,FRA,2024-07-01 08:55,LAX,2024-07-01 19:13
XX247,FRA,2024-07-08 19:14,LHR,2024-07-09 02:13
XX248,FRA,2024-07-23 11:52,NRT,2024-07-23 21:25
XX249,FRA,2024-07-12 08:13,PEK,2024-07-12 15:48
XX250,FRA,2024-07-30 23:52,PVG,2024-07-31 11:09
XX251,FRA,2024-07-14 01:28,SIN,2024-07-14 07:55
XX252,HKG,2024-07-21 22:56,AMS,2024-07-22 08:33
XX253,HKG,2024-07-12 00:42,BKK,2024-07-12 09:29
XX254,HKG,2024-07-30 12:01,CDG,2024-07-30 18:13
XX255,HKG,2024-07-23 17:19,CPH,2024-07-24 04:30
XX256,HKG,2024-07-27 04:03,CTS,2024-07-27 15:27
XX257,HKG,2024-07-11 09:30,DEL,2024-07-11 18:14
XX258,HKG,2024-07-11 18:33,DXB,2024-07-12 04:57
XX259,HKG,2024-07-06 05:41,FRA,2024-07-06 14:27
XX260,HKG,2024-07-07 04:02,HND,2024-07-07 12:26
XX261,HKG,2024-07-09 11:43,ICN,2024-07-09 17:48
XX262,HKG,2024-07-08 01:08,JFK,2024-07-08 08:44
XX263,HKG,2024-07-30 12:59,KIX,2024-07-30 20:45
XX264,HKG,2024-07-22 11:08,KUL,2024-07-22 22:40
XX265,HKG,2024-07-27 17:42,LAX,2024-07-28 00:23
XX266,HKG,2024-07-21 11:20,LHR,2024-07-21 18:40
XX267,HKG,2024-07-22 19:46,NRT,2024-07-23 08:03
XX268,HKG,2024-07-28 06:27,PEK,2024-07-28 18:38
XX269,HKG,2024-07-07 16:49,PVG,2024-07-08 06:12
XX270,HKG,2024-07-08 12:48,SIN,2024-07-08 19:49
XX271,HND,2024-07-11 02:09,AMS,2024-07-11 12:48
XX272,HND,2024-07-19 22:09,BKK,2024-07-20 09:11
XX273,HND,2024-07-04 05:56,CDG,2024-07-04 15:47
XX274,HND,2024-07-23 00:53,CPH,2024-07-23 13:05
XX275,HND,2024-07-24 16:42,CTS,2024-07-25 06:18
XX276,HND,2024-07-10 05:21,DEL,2024-07-10 18:58
XX277,HND,2024-07-02 22:33,DXB,2024-07-03 04:59
XX278,HND,2024-07-19 09:21,FRA,2024-07-19 21:11
XX279,HND,2024-07-22 09:58,HKG,2024-07-22 20:59
XX280,HND,2024-07-04 13:24,ICN,2024-07-04 21:21
XX281,HND,2024-07-27 13:57,JFK,2024-07-27 20:18
XX282,HND,2024-07-12 12:58,KIX,2024-07-12 22:28
XX283,HND,2024-07-02 06:39,KUL,2024-07-02 17:41
XX284,HND,2024-07-07 17:53,LAX,2024-07-08 03:55
XX285,HND,2024-07-22 20:50,LHR,2024-07-23 09:30
XX286,HND,2024-07-28 20:26,NRT,2024-07-29 05:24
XX287,HND,2024-07-20 12:55,PEK,2024-07-20 22:43
XX288,HND,2024-07-13 05:52,PVG,2024-07-13 17:17
XX289,HND,2024-07-07 05:31,SIN,2024-07-07 15:42
XX290,ICN,2024-07-25 02:41,AMS,2024-07-25 16:37
XX291,ICN,2024-07-11 08:56,BKK,2024-07-11 18:36
XX292,ICN,2024-07-13 02:04,CDG,2024-07-13 09:39
XX293,ICN,2024-07-26 07:03,CPH,2024-07-26 19:40
XX294,ICN,2024-07-02 08:11,CTS,2024-07-02 17:07
XX295,ICN,2024-07-18 19:15,DEL,2024-07-19 09:00
XX296,ICN,2024-07-03 17:42,DXB,2024-07-04 02:32
XX297,ICN,2024-07-29 20:05,FRA,2024-07-30 10:00
XX298,ICN,2024-07-29 22:21,HKG,2024-07-30 04:56
XX299,ICN,2024-07-14 06:16,HND,2024-07-14 19:12
XX300,ICN,2024-07-23 04:12,JFK,2024-07-23 13:25
XX301,ICN,2024-07-07 15:18,KIX,2024-07-08 03:18
XX302,ICN,2024-07-31 20:57,KUL,2024-08-01 09:46
XX303,ICN,2024-07-02 02:50,LAX,2024-07-02 15:26
XX304,ICN,2024-07-02 16:27,LHR,2024-07-02 23:56
XX305,ICN,2024-07-07 13:10,NRT,2024-07-07 23:01
XX306,ICN,2024-07-01 17:31,PEK,2024-07-01 23:36
XX307,ICN,2024-07-21 08:14,PVG,2024-07-21 16:43
XX308,ICN,2024-07-06 13:22,SIN,2024-07-07 01:25
XX309,JFK,2024-07-16 17:03,AMS,2024-07-16 23:58
XX310,JFK,2024-07-12 17:17,BKK,2024-07-13 07:12
XX311,JFK,2024-07-13 16:47,CDG,2024-07-14 05:09
XX312,JFK,2024-07-16 08:21,CPH,2024-07-16 19:32
XX313,JFK,2024-07-16 16:20,CTS,2024-07-17 02:35
XX314,JFK,2024-07-16 15:27,DEL,2024-07-17 03:28
XX315,JFK,2024-07-28 09:19,DXB,2024-07-28 21:27
XX316,JFK,2024-07-17 05:10,FRA,2024-07-17 18:32
XX317,JFK,2024-07-07 01:55,HKG,2024-07-07 12:43
XX318,JFK,2024-07-12 03:27,HND,2024-07-12 11:48
XX319,JFK,2024-07-30 20:33,ICN,2024-07-31 08:22
XX320,JFK,2024-07-28 14:27,KIX,2024-07-28 22:44
XX321,JFK,2024-07-06 12:39,KUL,2024-07-06 21:44
XX322,JFK,2024-07-20 07:49,LAX,2024-07-20 14:58
XX323,JFK,2024-07-10 05:12,LHR,2024-07-10 15:28
XX324,JFK,2024-07-04 10:24,NRT,2024-07-04 22:23
XX325,JFK,2024-07-02 20:54,PEK,2024-07-03 03:56
XX326,JFK,2024-07-12 01:37,PVG,2024-07-12 07:45
XX327,JFK,2024-07-31 21:14,SIN,2024-08-01 04:11
XX328,KIX,2024-07-24 07:25,AMS,2024-07-24 14:03
XX329,KIX,2024-07-12 11:06,BKK,2024-07-12 21:03
XX330,KIX,2024-07-30 05:23,CDG,2024-07-30 13:28
XX331,KIX,2024-07-28 07:22,CPH,2024-07-28 17:34
XX332,KIX,2024-07-11 18:16,CTS,2024-07-12 01:10
XX333,KIX,2024-07-14 18:50,DEL,2024-07-15 08:34
XX334,KIX,2024-07-25 22:00,DXB,2024-07-26 06:14
XX335,KIX,2024-07-12 09:03,FRA,2024-07-12 16:53
XX336,KIX,2024-07-04 01:54,HKG,2024-07-04 13:25
XX337,KIX,2024-07-28 03:07,HND,2024-07-28 10:32
XX338,KIX,2024-07-04 16:56,ICN,2024-07-05 04:57
XX339,KIX,2024-07-06 01:38,JFK,2024-07-06 10:57
XX340,KIX,2024-07-22 01:25,KUL,2024-07-22 08:20
XX341,KIX,2024-07-13 19:18,LAX,2024-07-14 04:37
XX342,KIX,2024-07-14 22:00,LHR,2024-07-15 09:45
XX343,KIX,2024-07-13 02:23,NRT,2024-07-13 12:27
XX344,KIX,2024-07-26 00:56,PEK,2024-07-26 14:04
XX345,KIX,2024-07-20 04:25,PVG,2024-07-20 12:41
XX346,KIX,2024-07-25 08:07,SIN,2024-07-25 14:41
XX347,KUL,2024-07-05 08:05,AMS,2024-07-05 15:03
XX348,KUL,2024-07-14 22:03,BKK,2024-07-15 05:47
XX349,KUL,2024-07-19 06:54,CDG,2024-07-19 19:04
XX350,KUL,2024-07-10 18:33,CPH,2024-07-11 05:48
XX351,KUL,2024-07-15 23:24,CTS,2024-07-16 07:54
XX352,KUL,2024-07-13 03:17,DEL,2024-07-13 14:31
XX353,KUL,2024-07-13 21:56,DXB,2024-07-14 09:01
XX354,KUL,2024-07-09 14:39,FRA,2024-07-10 03:21
XX355,KUL,2024-07-21 04:58,HKG,2024-07-21 16:19
XX356,KUL,2024-07-02 20:08,HND,2024-07-03 06:20
XX357,KUL,2024-07-31 17:48,ICN,2024-08-01 04:06
XX358,KUL,2024-07-26 19:33,JFK,2024-07-27 07:51
XX359,KUL,2024-07-11 21:05,KIX,2024-07-12 10:07
XX360,KUL,2024-07-21 08:15,LAX,2024-07-21 19:28
XX361,KUL,2024-07-23 11:47,LHR,2024-07-23 23:40
XX362,KUL,2024-07-28 02:00,NRT,2024-07-28 13:39
XX363,KUL,2024-07-12 10:25,PEK,2024-07-12 16:27
XX364,KUL,2024-07-11 19:06,PVG,2024-07-12 02:24
XX365,KUL,2024-07-15 03:01,SIN,2024-07-15 13:22
XX366,LAX,2024-07-03 19:07,AMS,2024-07-04 01:32
XX367,LAX,2024-07-27 10:30,BKK,2024-07-27 22:10
XX368,LAX,2024-07-05 05:54,CDG,2024-07-05 13:16
XX369,LAX,2024-07-01 14:20,CPH,2024-07-01 21:56
XX370,LAX,2024-07-27 08:53,CTS,2024-07-27 20:19
XX371,LAX,2024-07-21 23:53,DEL,2024-07-22 06:57
XX372,LAX,2024-07-27 19:24,DXB,2024-07-28 08:14
XX373,LAX,2024-07-01 08:15,FRA,2024-07-01 20:07
XX374,LAX,2024-07-06 07:40,HKG,2024-07-06 16:49
XX375,LAX,2024-07-06 00:53,HND,2024-07-06 14:06
XX376,LAX,2024-07-03 08:36,ICN,2024-07-03 16:24
XX377,LAX,2024-07-01 12:00,JFK,2024-07-01 22:49
XX378,LAX,2024-07-25 08:23,KIX,2024-07-25 21:46
XX379,LAX,2024-07-20 22:34,KUL,2024-07-21 05:51
XX380,LAX,2024-07-22 01:10,LHR,2024-07-22 07:47
XX381,LAX,2024-07-25 16:13,NRT,2024-07-26 05:21
XX382,LAX,2024-07-13 07:08,PEK,2024-07-13 20:50
XX383,LAX,2024-07-29 16:00,PVG,2024-07-29 23:40
XX384,LAX,2024-07-12 06:20,SIN,2024-07-12 17:26
XX385,LHR,2024-07-28 06:00,AMS,2024-07-28 15:08
XX386,LHR,2024-07-15 19:53,BKK,2024-07-16 03:15
XX387,LHR,2024-07-03 05:31,CDG,2024-07-03 17:05
XX388,LHR,2024-07-06 12:58,CPH,2024-07-06 19:05
XX389,LHR,2024-07-09 21:05,CTS,2024-07-10 05:59
XX390,LHR,2024-07-17 13:43,DEL,2024-07-17 20:38
XX391,LHR,2024-07-22 23:46,DXB,2024-07-23 09:06
XX392,LHR,2024-07-29 20:32,FRA,2024-07-30 04:46
XX393,LHR,2024-07-12 00:38,HKG,2024-07-12 09:55
XX394,LHR,2024-07-31 04:14,HND,2024-07-31 16:57
XX395,LHR,2024-07-27 02:15,ICN,2024-07-27 14:25
XX396,LHR,2024-07-25 14:58,JFK,2024-07-25 22:55
XX397,LHR,2024-07-06 12:52,KIX,2024-07-07 01:48
XX398,LHR,2024-07-24 01:37,KUL,2024-07-24 10:18
XX399,LHR,2024-07-24 20:28,LAX,2024-07-25 09:44
XX400,LHR,2024-07-13 13:53,NRT,2024-07-13 23:21
XX401,LHR,2024-07-16 18:26,PEK,2024-07-17 03:03
XX402,LHR,2024-07-26 16:29,PVG,2024-07-27 03:10
XX403,LHR,2024-07-08 01:34,SIN,2024-07-08 09:17
XX404,NRT,2024-07-20 15:16,AMS,2024-07-21 04:35
XX405,NRT,2024-07-26 21:58,BKK,2024-07-27 05:53
XX406,NRT,2024-07-27 05:25,CDG,2024-07-27 16:35
XX407,NRT,2024-07-14 17:41,CPH,2024-07-14 23:42
XX408,NRT,2024-07-30 07:12,CTS,2024-07-30 15:21
XX409,NRT,2024-07-16 07:47,DEL,2024-07-16 15:23
XX410,NRT,2024-07-19 01:21,DXB,2024-07-19 08:44
XX411,NRT,2024-07-20 16:04,FRA,2024-07-20 22:11
XX412,NRT,2024-07-22 05:11,HKG,2024-07-22 15:31
XX413,NRT,2024-07-15 15:31,HND,2024-07-16 00:57
XX414,NRT,2024-07-24 15:36,ICN,2024-07-25 04:13
XX415,NRT,2024-07-22 00:17,JFK,2024-07-22 09:23
XX416,NRT,2024-07-22 02:11,KIX,2024-07-22 14:41
XX417,NRT,2024-07-14 15:42,KUL,2024-07-14 22:23
XX418,NRT,2024-07-29 11:43,LAX,2024-07-30 00:10
XX419,NRT,2024-07-30 22:38,LHR,2024-07-31 08:49
XX420,NRT,2024-07-15 07:14,PEK,2024-07-15 18:06
XX421,NRT,2024-07-12 01:32,PVG,2024-07-12 11:13
XX422,NRT,2024-07-31 22:23,SIN,2024-08-01 07:46
XX423,PEK,2024-07-05 01:22,AMS,2024-07-05 08:25
XX424,PEK,2024-07-18 00:37,BKK,2024-07-18 14:10
XX425,PEK,2024-07-13 03:39,CDG,2024-07-13 09:56
XX426,PEK,2024-07-29 17:46,CPH,2024-07-30 00:52
XX427,PEK,2024-07-05 03:36,CTS,2024-07-05 12:45
XX428,PEK,2024-07-05 20:49,DEL,2024-07-06 09:57
XX429,PEK,2024-07-14 00:55,DXB,2024-07-14 13:59
XX430,PEK,2024-07-22 21:36,FRA,2024-07-23 04:22
XX431,PEK,2024-07-06 15:48,HKG,2024-07-07 03:38
XX432,PEK,2024-07-03 21:03,HND,2024-07-04 05:13
XX433,PEK,2024-07-18 10:52,ICN,2024-07-18 17:51
XX434,PEK,2024-07-26 23:25,JFK,2024-07-27 06:53
XX435,PEK,2024-07-31 09:59,KIX,2024-07-31 17:50
XX436,PEK,2024-07-14 02:57,KUL,2024-07-14 12:13
XX437,PEK,2024-07-16 11:41,LAX,2024-07-16 20:52
XX438,PEK,2024-07-29 05:53,LHR,2024-07-29 17:15
XX439,PEK,2024-07-25 08:54,NRT,2024-07-25 17:20
XX440,PEK,2024-07-19 02:33,PVG,2024-07-19 12:52
XX441,PEK,2024-07-25 07:16,SIN,2024-07-25 17:27
XX442,PVG,2024-07-26 20:18,AMS,2024-07-27 05:38
XX443,PVG,2024-07-11 16:26,BKK,2024-07-12 01:51
XX444,PVG,2024-07-14 10:10,CDG,2024-07-14 22:31
XX445,PVG,2024-07-18 04:38,CPH,2024-07-18 16:12
XX446,PVG,2024-07-31 11:47,CTS,2024-07-31 19:28
XX447,PVG,2024-07-11 14:58,DEL,2024-07-12 00:41
XX448,PVG,2024-07-13 14:53,DXB,2024-07-14 00:55
XX449,PVG,2024-07-31 18:40,FRA,2024-08-01 06:35
XX450,PVG,2024-07-21 19:00,HKG,2024-07-22 01:51
XX451,PVG,2024-07-21 19:05,HND,2024-07-22 02:40
XX452,PVG,2024-07-30 19:29,ICN,2024-07-31 02:40
XX453,PVG,2024-07-25 08:31,JFK,2024-07-25 21:34
XX454,PVG,2024-07-26 23:12,KIX,2024-07-27 12:21
XX455,PVG,2024-07-26 19:08,KUL,2024-07-27 02:46
XX456,PVG,2024-07-24 17:27,LAX,2024-07-25 00:39
XX457,PVG,2024-07-11 23:44,LHR,2024-07-12 06:02
XX458,PVG,2024-07-16 01:35,NRT,2024-07-16 08:15
XX459,PVG,2024-07-03 23:14,PEK,2024-07-04 05:54
XX460,PVG,2024-07-20 08:10,SIN,2024-07-20 15:30
XX461,SIN,2024-07-03 04:50,AMS,2024-07-03 13:12
XX462,SIN,2024-07-29 14:44,BKK,2024-07-30 00:48
XX463,SIN,2024-07-21 00:44,CDG,2024-07-21 07:21
XX464,SIN,2024-07-27 19:14,CPH,2024-07-28 06:20
XX465,SIN,2024-07-31 02:55,CTS,2024-07-31 15:50
XX466,SIN,2024-07-14 01:02,DEL,2024-07-14 12:22
XX467,SIN,2024-07-28 17:03,DXB,2024-07-28 23:29
XX468,SIN,2024-07-26 22:30,FRA,2024-07-27 11:00
XX469,SIN,2024-07-15 19:28,HKG,2024-07-16 03:39
XX470,SIN,2024-07-15 09:52,HND,2024-07-15 20:26
XX471,SIN,2024-07-27 11:41,ICN,2024-07-27 17:42
XX472,SIN,2024-07-24 10:47,JFK,2024-07-24 20:36
XX473,SIN,2024-07-11 16:23,KIX,2024-07-12 02:18
XX474,SIN,2024-07-10 12:21,KUL,2024-07-10 22:14
XX475,SIN,2024-07-01 17:31,LAX,2024-07-02 05:20
XX476,SIN,2024-07-25 23:31,LHR,2024-07-26 06:39
XX477,SIN,2024-07-19 11:28,NRT,2024-07-19 20:38
XX478,SIN,2024-07-27 07:26,PEK,2024-07-27 16:30
XX479,SIN,2024-07-19 00:05,PVG,2024-07-19 11:18
JP172,ICN,2024-08-13 08:37,HKG,2024-08-13 14:37
JP468,CPH,2024-08-01 01:45,NRT,2024-08-01 11:45
JP332,SIN,2024-08-07 18:45,PEK,2024-08-08 02:45
JP869,BKK,2024-07-27 02:40,DEL,2024-07-27 11:40
JP420,DEL,2024-08-02 22:38,CPH,2024-08-03 09:38
JP825,BKK,2024-07-28 01:40,DEL,2024-07-28 04:40
JP672,ICN,2024-08-10 20:43,KIX,2024-08-11 04:43
JP476,CPH,2024-07-28 00:05,KIX,2024-07-28 10:05
JP936,NRT,2024-08-08 02:49,CTS,2024-08-08 10:49
JP359,DEL,2024-08-06 00:07,PVG,2024-08-06 10:07
JP322,PEK,2024-08-04 05:32,ICN,2024-08-04 19:32
JP420,NRT,2024-08-01 18:44,KIX,2024-08-01 21:44
JP682,HND,2024-07-28 10:30,PVG,2024-07-29 00:30
JP743,SIN,2024-07-27 14:26,HKG,2024-07-27 23:26
JP938,NRT,2024-08-04 11:25,KUL,2024-08-04 13:25
JP700,SIN,2024-08-09 02:20,BKK,2024-08-09 05:20
JP175,NRT,2024-08-08 23:41,ICN,2024-08-09 10:41
JP731,HND,2024-07-30 00:33,ICN,2024-07-30 04:33
JP946,BKK,2024-08-06 18:53,HKG,2024-08-07 07:53
JP870,PEK,2024-08-08 18:16,CTS,2024-08-09 02:16
JP497,CPH,2024-08-03 08:35,PEK,2024-08-03 14:35
JP497,NRT,2024-07-28 19:22,PVG,2024-07-29 01:22
JP634,CTS,2024-07-30 14:48,ICN,2024-07-30 21:48
JP856,PEK,2024-07-27 23:48,HKG,2024-07-28 06:48
JP506,CTS,2024-07-31 19:33,NRT,2024-07-31 23:33
JP154,KUL,2024-08-09 21:51,DEL,2024-08-10 05:51
JP259,PVG,2024-07-29 10:50,CPH,2024-07-30 00:50
JP430,PVG,2024-08-06 03:14,ICN,2024-08-06 11:14
JP652,SIN,2024-07-28 18:42,BKK,2024-07-29 05:42
JP468,SIN,2024-07-30 20:25,BKK,2024-07-31 00:25
JP850,KUL,2024-08-13 13:42,DEL,2024-08-13 17:42
JP333,NRT,2024-08-10 00:31,PEK,2024-08-10 05:31
JP673,CPH,2024-08-11 06:56,PVG,2024-08-11 13:56
JP351,BKK,2024-07-27 07:22,SIN,2024-07-27 12:22
JP414,NRT,2024-08-01 16:07,DEL,2024-08-01 19:07
JP100,CPH,2024-08-08 08:18,SIN,2024-08-08 20:18
JP869,DEL,2024-08-04 08:41,BKK,2024-08-04 22:41
JP618,ICN,2024-08-07 14:20,SIN,2024-08-07 16:20
JP310,PVG,2024-08-10 11:03,KIX,2024-08-11 01:03
JP486,SIN,2024-08-04 13:33,BKK,2024-08-04 23:33
JP312,BKK,2024-08-03 16:28,ICN,2024-08-04 00:28
JP572,PEK,2024-08-13 10:35,HKG,2024-08-13 14:35
JP157,ICN,2024-08-14 16:52,HND,2024-08-15 05:52
JP594,SIN,2024-08-01 20:39,CTS,2024-08-02 02:39
JP464,PEK,2024-08-06 20:21,KUL,2024-08-07 08:21
JP165,DEL,2024-08-04 23:13,CTS,2024-08-05 09:13
JP758,NRT,2024-08-12 12:54,HND,2024-08-12 14:54
JP444,HND,2024-08-02 13:16,CPH,2024-08-03 02:16
JP650,ICN,2024-08-09 15:20,KUL,2024-08-10 00:20
JP420,NRT,2024-08-12 23:07,PEK,2024-08-13 13:07
JP605,SIN,2024-08-09 19:31,KUL,2024-08-10 05:31
JP716,KIX,2024-08-12 06:15,KUL,2024-08-12 18:15
JP313,PEK,2024-08-05 19:54,HND,2024-08-05 22:54
JP333,KIX,2024-08-03 18:56,HKG,2024-08-03 22:56
JP898,NRT,2024-08-12 00:50,KUL,2024-08-12 05:50
JP930,CPH,2024-08-03 12:14,HKG,2024-08-03 21:14
JP564,SIN,2024-07-30 19:31,PVG,2024-07-31 02:31
JP660,KIX,2024-08-13 11:51,CPH,2024-08-13 23:51
JP231,KUL,2024-07-31 14:51,CPH,2024-07-31 17:51
JP815,DEL,2024-07-28 01:59,CPH,2024-07-28 15:59
JP985,CPH,2024-07-27 07:10,KUL,2024-07-27 15:10
JP146,CPH,2024-07-30 00:33,CTS,2024-07-30 13:33
JP288,SIN,2024-08-03 06:44,KIX,2024-08-03 13:44
JP407,DEL,2024-08-08 22:14,KUL,2024-08-09 04:14
JP758,PVG,2024-07-26 14:40,ICN,2024-07-26 21:40
JP417,PVG,2024-08-01 04:59,BKK,2024-08-01 12:59
JP225,PVG,2024-08-03 19:16,CTS,2024-08-04 01:16
JP848,PEK,2024-08-02 21:05,CPH,2024-08-03 00:05
JP430,KUL,2024-08-10 05:51,KIX,2024-08-10 14:51
JP306,CTS,2024-08-04 13:50,PVG,2024-08-05 00:50
SK423,CPH,2024-08-08 10:49,NRT,2024-08-08 22:49
SK538,NRT,2024-08-10 21:49,CPH,2024-08-11 09:49
SK774,CPH,2024-07-29 14:12,KIX,2024-07-30 02:12
SK916,KIX,2024-07-31 19:12,CPH,2024-08-01 09:12
SK470,CPH,2024-08-10 04:44,HND,2024-08-10 16:44
SK716,HND,2024-08-12 20:44,CPH,2024-08-13 10:44
SK456,CPH,2024-08-13 23:45,NRT,2024-08-14 13:45
SK338,NRT,2024-08-15 21:45,CPH,2024-08-16 08:45
SK620,CPH,2024-07-28 08:54,KIX,2024-07-28 21:54
SK423,KIX,2024-07-30 19:54,CPH,2024-07-31 08:54
SK320,CPH,2024-07-29 18:24,HND,2024-07-30 06:24
SK892,HND,2024-07-31 09:24,CPH,2024-07-31 21:24
SK637,CPH,2024-08-03 22:29,NRT,2024-08-04 12:29
SK650,NRT,2024-08-05 20:29,CPH,2024-08-06 08:29
SK437,CPH,2024-08-09 22:13,CTS,2024-08-10 09:13
SK471,CTS,2024-08-12 14:13,CPH,2024-08-13 04:13
SK567,CPH,2024-08-09 19:47,KIX,2024-08-10 06:47
SK446,KIX,2024-08-13 05:47,CPH,2024-08-13 17:47
SK508,CPH,2024-08-01 18:29,CTS,2024-08-02 08:29
SK521,CTS,2024-08-04 22:29,CPH,2024-08-05 11:29
SK612,CPH,2024-07-27 17:35,NRT,2024-07-28 06:35
SK550,NRT,2024-07-29 10:35,CPH,2024-07-29 23:35
SK774,CPH,2024-07-31 11:46,NRT,2024-07-31 22:46
SK440,NRT,2024-08-01 23:46,CPH,2024-08-02 12:46
SK815,CPH,2024-08-03 15:17,HND,2024-08-04 02:17
SK373,HND,2024-08-05 14:17,CPH,2024-08-06 03:17
SK956,CPH,2024-08-12 16:28,CTS,2024-08-13 04:28
SK996,CTS,2024-08-15 12:28,CPH,2024-08-16 00:28
SK415,CPH,2024-08-11 19:13,NRT,2024-08-12 07:13
SK439,NRT,2024-08-13 19:13,CPH,2024-08-14 07:13
JP946,SIN,2024-05-16 21:13,DEL,2024-05-17 07:13
JP269,PVG,2024-05-15 01:45,HKG,2024-05-15 13:45
JP558,CPH,2024-05-16 16:05,HND,2024-05-17 06:05
JP374,HKG,2024-05-16 01:42,DEL,2024-05-16 06:42
JP134,PEK,2024-05-16 14:55, CPH,2024-05-17 04:55
JP583,CTS,2024-05-16 01:32,NRT,2024-05-16 13:32
JP511,PEK,2024-05-16 21:34,HND,2024-05-17 00:34
JP761,PVG,2024-05-15 09:55,KUL,2024-05-15 18:55
JP935,PVG,2024-05-18 05:27,DEL,2024-05-18 12:27
JP618,CTS,2024-05-18 13:53,BKK,2024-05-18 16:53
JP555,BKK,2024-05-18 02:05,PEK,2024-05-18 10:05
JP898,DEL,2024-05-16 10:58,SIN,2024-05-16 21:58
JP960,PVG,2024-05-16 08:02,NRT,2024-05-16 15:02
JP223,KIX,2024-05-15 23:19,CPH,2024-05-16 01:19
JP133,CPH,2024-05-17 11:28,PVG,2024-05-17 18:28
JP402,DEL,2024-05-16 09:53,HND,2024-05-16 15:53
JP881,PEK,2024-05-18 19:45,DEL,2024-05-19 03:45
JP668,DEL,2024-05-17 15:35,SIN,2024-05-17 18:35
JP278,HKG,2024-05-17 10:11,BKK,2024-05-17 19:11
JP489,CPH,2024-05-15 20:06,DEL,2024-05-16 02:06
JP232,HKG,2024-05-16 20:03,KIX,2024-05-17 00:03
JP148,HND,2024-05-17 21:57,CTS,2024-05-18 02:57
JP688,ICN,2024-05-16 21:50,NRT,2024-05-17 07:50
JP538,CTS,2024-05-16 19:53,HND,2024-05-17 08:53
JP426,CPH,2024-05-18 06:15,DEL,2024-05-18 16:15
JP408,HND,2024-05-18 15:44,CTS,2024-05-19 00:44
JP571,HKG,2024-05-18 04:41,CPH,2024-05-18 14:41
JP196,KUL,2024-05-15 09:02,CPH,2024-05-15 20:02
JP552,PVG,2024-05-15 10:56,CPH,2024-05-15 13:56
JP468,HND,2024-05-17 15:02,KUL,2024-05-17 17:02
JP426,NRT,2024-05-16 01:16,BKK,2024-05-16 04:16
JP960,DEL,2024-05-18 12:31,PVG,2024-05-18 22:31
JP209,KUL,2024-05-17 03:02,BKK,2024-05-17 15:02
JP662,CTS,2024-05-18 14:47,DEL,2024-05-18 17:47
JP694,PEK,2024-05-16 02:00,KIX,2024-05-16 04:00
JP134,NRT,2024-05-17 14:06,PVG,2024-05-17 17:06
JP480,PVG,2024-05-16 06:56,HND,2024-05-16 10:56
JP915,CTS,2024-05-18 09:06,PEK,2024-05-18 21:06
JP555,NRT,2024-05-18 06:29,PVG,2024-05-18 20:29
JP269,NRT,2024-05-16 15:14,KUL,2024-05-17 02:14
JP217,PEK,2024-05-16 22:58,NRT,2024-05-17 05:58
JP613,CPH,2024-05-17 05:32,KIX,2024-05-17 11:32
JP222,CPH,2024-05-17 22:57,BKK,2024-05-18 08:57
